logid,timestamp,workorderid_fk,productid_fk,machineid_fk,operatorid_fk,inputquantity,outputgoodquantity,outputdefectquantity,machinestatus,reworkflag,notes
2279,2025-03-01 23:34:33,WO-250219170000-912,FPC_ML4_MPI12,TEST_E_FPC01,OP003,153,150,3,RUNNING,False,
2280,2025-02-26 08:18:26,WO-250219170000-811,FPC_SL_LCP9_HF,LAMINATE01,OP003,333,332,1,RUNNING,False,
2281,2025-02-26 20:32:50,WO-250219170000-811,FPC_SL_LCP9_HF,ETCH01,OP005,332,319,13,RUNNING,False,
2282,2025-02-27 11:02:54,WO-250219170000-811,FPC_SL_LCP9_HF,AOI_FPC01,OP001,319,309,10,RUNNING,False,
2283,2025-02-27 23:10:01,WO-250219170000-811,FPC_SL_LCP9_HF,TEST_E_FPC01,OP002,309,300,9,RUNNING,False,
2284,2025-02-27 07:55:44,WO-250220180000-212,FPC_SL_LCP9_HF,LAMINATE01,OP001,1355,1326,29,RUNNING,False,
2285,2025-02-28 21:54:35,WO-250220180000-212,FPC_SL_LCP9_HF,ETCH01,OP004,1326,1266,60,RUNNING,False,
2286,2025-03-02 23:13:17,WO-250220180000-212,FPC_SL_LCP9_HF,AOI_FPC01,OP002,1266,1263,3,RUNNING,False,
2287,2025-03-04 09:26:38,WO-250220180000-212,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,1263,1238,25,RUNNING,False,
2288,2025-02-26 13:10:16,WO-250220180000-262,FPC_SL_LCP9_HF,LAMINATE01,OP003,431,424,7,RUNNING,False,
2289,2025-02-27 07:01:47,WO-250220180000-262,FPC_SL_LCP9_HF,ETCH01,OP004,424,412,12,RUNNING,False,
2290,2025-02-27 22:38:36,WO-250220180000-262,FPC_SL_LCP9_HF,AOI_FPC01,OP004,412,395,17,RUNNING,False,
2291,2025-02-28 13:48:20,WO-250220180000-262,FPC_SL_LCP9_HF,TEST_E_FPC01,OP002,395,375,20,RUNNING,False,
2292,2025-02-28 01:43:22,WO-250219170000-501,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,201,199,2,RUNNING,False,
2293,2025-03-01 12:09:41,WO-250219170000-501,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,199,195,4,RUNNING,False,
2294,2025-03-03 00:24:23,WO-250219170000-501,MODULE_SENSOR_A,AOI_ASSY01,OP005,195,193,2,RUNNING,False,
2295,2025-03-04 09:52:24,WO-250219170000-501,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,193,192,1,RUNNING,False,
2296,2025-03-06 20:32:12,WO-250220180000-769,FPC_DL_PI35,LAMINATE01,OP002,4578,4269,309,RUNNING,False,
2297,2025-03-14 22:47:32,WO-250220180000-769,FPC_DL_PI35,ETCH01,OP004,4269,4199,70,RUNNING,False,
2298,2025-03-22 02:48:12,WO-250220180000-769,FPC_DL_PI35,DRILL_LASER01,OP005,4199,4173,26,RUNNING,False,
2299,2025-03-31 03:27:29,WO-250220180000-769,FPC_DL_PI35,AOI_FPC01,OP002,4173,4036,137,RUNNING,False,
2300,2025-04-06 17:57:07,WO-250220180000-769,FPC_DL_PI35,TEST_E_FPC01,OP001,4036,3938,98,RUNNING,False,
2301,2025-02-26 21:53:27,WO-250220180000-394,FPC_SL_LCP9_HF,LAMINATE01,OP005,94,93,1,RUNNING,False,
2302,2025-02-27 02:03:05,WO-250220180000-394,FPC_SL_LCP9_HF,ETCH01,OP001,93,91,2,RUNNING,False,
2303,2025-02-27 06:11:29,WO-250220180000-394,FPC_SL_LCP9_HF,AOI_FPC01,OP003,91,87,4,RUNNING,False,
2304,2025-02-27 09:48:02,WO-250220180000-394,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,87,84,3,RUNNING,False,
2305,2025-03-08 03:50:10,WO-250221180000-469,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,6078,6065,13,RUNNING,False,
2306,2025-03-17 15:57:23,WO-250221180000-469,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP005,6065,5743,322,RUNNING,False,
2307,2025-03-28 09:40:54,WO-250221180000-469,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP005,5743,5731,12,RUNNING,False,
2308,2025-04-06 07:01:46,WO-250221180000-469,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP002,5731,5710,21,RUNNING,False,
2309,2025-02-27 04:19:05,WO-250223170000-199,FPC_SL_PI18,LAMINATE01,OP005,343,342,1,RUNNING,False,
2310,2025-02-27 14:40:43,WO-250223170000-199,FPC_SL_PI18,ETCH01,OP002,342,341,1,RUNNING,False,
2311,2025-02-28 01:24:13,WO-250223170000-199,FPC_SL_PI18,AOI_FPC01,OP003,341,339,2,RUNNING,False,
2312,2025-02-28 13:50:25,WO-250223170000-199,FPC_SL_PI18,TEST_E_FPC01,OP002,339,334,5,RUNNING,False,
2313,2025-02-28 06:00:30,WO-250220180000-668,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,74,69,5,RUNNING,False,
2314,2025-02-28 16:10:14,WO-250220180000-668,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,69,66,3,RUNNING,False,
2315,2025-03-01 02:41:12,WO-250220180000-668,MODULE_SENSOR_A,AOI_ASSY01,OP004,66,65,1,RUNNING,False,
2316,2025-03-01 13:36:52,WO-250220180000-668,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,65,64,1,RUNNING,False,
2317,2025-02-28 03:29:04,WO-250220180000-783,FPC_DL_PI35,LAMINATE01,OP004,141,134,7,RUNNING,False,
2318,2025-02-28 10:05:33,WO-250220180000-783,FPC_DL_PI35,ETCH01,OP005,134,132,2,RUNNING,False,
2319,2025-02-28 16:39:47,WO-250220180000-783,FPC_DL_PI35,DRILL_LASER01,OP002,132,130,2,RUNNING,False,
2320,2025-03-01 00:15:54,WO-250220180000-783,FPC_DL_PI35,AOI_FPC01,OP004,130,125,5,DOWN,False,
2321,2025-03-01 06:18:54,WO-250220180000-783,FPC_DL_PI35,TEST_E_FPC01,OP005,125,123,2,RUNNING,False,
2322,2025-02-28 05:17:13,WO-250220180000-116,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,236,235,1,RUNNING,False,
2323,2025-02-28 17:19:58,WO-250220180000-116,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,235,226,9,RUNNING,False,
2324,2025-03-01 03:02:49,WO-250220180000-116,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP002,226,225,1,RUNNING,False,
2325,2025-03-01 13:28:10,WO-250220180000-116,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,225,219,6,RUNNING,False,
2326,2025-02-28 05:50:10,WO-250220180000-603,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,263,260,3,RUNNING,False,
2327,2025-02-28 20:06:30,WO-250220180000-603,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,260,254,6,RUNNING,False,
2328,2025-03-01 07:12:43,WO-250220180000-603,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP004,254,252,2,RUNNING,False,
2329,2025-03-01 18:57:54,WO-250220180000-603,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP002,252,251,1,RUNNING,False,
2330,2025-02-28 11:02:36,WO-250222180000-423,FPC_SL_PI18,LAMINATE01,OP004,476,475,1,RUNNING,False,
2331,2025-03-01 01:22:09,WO-250222180000-423,FPC_SL_PI18,ETCH01,OP002,475,474,1,RUNNING,False,
2332,2025-03-01 16:31:00,WO-250222180000-423,FPC_SL_PI18,AOI_FPC01,OP001,474,457,17,RUNNING,False,
2333,2025-03-02 06:32:38,WO-250222180000-423,FPC_SL_PI18,TEST_E_FPC01,OP002,457,448,9,RUNNING,False,
2334,2025-03-08 00:27:48,WO-250222180000-965,FPC_DL_PI35,LAMINATE01,OP003,5641,5459,182,RUNNING,False,
2335,2025-03-18 01:18:27,WO-250222180000-965,FPC_DL_PI35,ETCH01,OP005,5459,5448,11,RUNNING,False,
2336,2025-03-30 04:18:54,WO-250222180000-965,FPC_DL_PI35,DRILL_LASER01,OP005,5448,5164,284,RUNNING,False,
2337,2025-04-09 11:43:41,WO-250222180000-965,FPC_DL_PI35,AOI_FPC01,OP004,5164,4853,311,RUNNING,False,
2338,2025-04-16 14:21:54,WO-250222180000-965,FPC_DL_PI35,TEST_E_FPC01,OP005,4853,4697,156,RUNNING,False,
2339,2025-03-02 16:55:40,WO-250223170000-723,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,1137,1099,38,RUNNING,False,
2340,2025-03-05 09:03:29,WO-250223170000-723,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,1099,1068,31,RUNNING,False,
2341,2025-03-08 18:10:42,WO-250223170000-723,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,1068,1025,43,RUNNING,False,
2342,2025-03-11 18:02:11,WO-250223170000-723,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,1025,1022,3,RUNNING,False,
2343,2025-03-14 09:55:29,WO-250223170000-723,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP003,1022,1008,14,RUNNING,False,
2344,2025-02-28 08:17:30,WO-250223170000-220,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP004,271,270,1,RUNNING,False,
2345,2025-02-28 19:46:19,WO-250223170000-220,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP005,270,269,1,RUNNING,False,
2346,2025-03-01 09:48:37,WO-250223170000-220,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,269,263,6,RUNNING,False,
2347,2025-03-01 22:31:07,WO-250223170000-220,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP004,263,262,1,RUNNING,False,
2348,2025-02-28 08:22:49,WO-250224180000-946,FPC_SL_LCP9_HF,LAMINATE01,OP005,354,353,1,RUNNING,False,
2349,2025-02-28 23:54:28,WO-250224180000-946,FPC_SL_LCP9_HF,ETCH01,OP001,353,343,10,RUNNING,False,
2350,2025-03-01 14:46:44,WO-250224180000-946,FPC_SL_LCP9_HF,AOI_FPC01,OP004,343,336,7,RUNNING,False,
2351,2025-03-02 05:29:57,WO-250224180000-946,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,336,325,11,RUNNING,False,
2352,2025-03-05 11:08:41,WO-250221180000-652,FPC_SL_PI18,LAMINATE01,OP004,3512,3413,99,RUNNING,False,
2353,2025-03-08 20:28:16,WO-250221180000-652,FPC_SL_PI18,ETCH01,OP002,3413,3406,7,RUNNING,False,
2354,2025-03-12 07:21:20,WO-250221180000-652,FPC_SL_PI18,AOI_FPC01,OP002,3406,3264,142,RUNNING,False,
2355,2025-03-15 17:04:15,WO-250221180000-652,FPC_SL_PI18,TEST_E_FPC01,OP002,3264,3098,166,RUNNING,False,
2356,2025-03-01 05:13:55,WO-250225170000-466,FPC_SL_PI18,LAMINATE01,OP001,381,369,12,RUNNING,False,
2357,2025-03-01 15:52:46,WO-250225170000-466,FPC_SL_PI18,ETCH01,OP001,369,365,4,RUNNING,False,
2358,2025-03-02 04:24:18,WO-250225170000-466,FPC_SL_PI18,AOI_FPC01,OP003,365,364,1,RUNNING,False,
2359,2025-03-02 16:29:58,WO-250225170000-466,FPC_SL_PI18,TEST_E_FPC01,OP004,364,362,2,RUNNING,False,
2360,2025-03-01 22:54:29,WO-250223170000-891,FPC_DL_PI35,LAMINATE01,OP001,458,453,5,RUNNING,False,
2361,2025-03-02 22:28:07,WO-250223170000-891,FPC_DL_PI35,ETCH01,OP004,453,433,20,RUNNING,False,
2362,2025-03-03 19:19:15,WO-250223170000-891,FPC_DL_PI35,DRILL_LASER01,OP004,433,425,8,RUNNING,False,
2363,2025-03-04 20:47:47,WO-250223170000-891,FPC_DL_PI35,AOI_FPC01,OP002,425,402,23,RUNNING,False,
2364,2025-03-05 17:53:25,WO-250223170000-891,FPC_DL_PI35,TEST_E_FPC01,OP005,402,396,6,RUNNING,False,
2365,2025-03-01 09:19:53,WO-250224180000-188,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP003,168,166,2,RUNNING,False,
2366,2025-03-02 00:56:16,WO-250224180000-188,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP003,166,164,2,RUNNING,False,
2367,2025-03-02 13:34:21,WO-250224180000-188,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,164,163,1,RUNNING,False,
2368,2025-03-03 01:24:25,WO-250224180000-188,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,163,160,3,RUNNING,False,
2369,2025-03-03 16:13:15,WO-250224180000-188,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP001,160,156,4,RUNNING,False,
2370,2025-02-28 21:25:54,WO-250224180000-409,FPC_SL_LCP9_HF,LAMINATE01,OP004,73,70,3,RUNNING,False,
2371,2025-03-01 00:46:07,WO-250224180000-409,FPC_SL_LCP9_HF,ETCH01,OP001,70,69,1,RUNNING,False,
2372,2025-03-01 03:14:54,WO-250224180000-409,FPC_SL_LCP9_HF,AOI_FPC01,OP001,69,68,1,RUNNING,False,
2373,2025-03-01 05:41:43,WO-250224180000-409,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,68,67,1,RUNNING,False,
2374,2025-03-02 05:28:59,WO-250222180000-416,FPC_SL_LCP9_HF,LAMINATE01,OP005,268,262,6,RUNNING,False,
2375,2025-03-02 16:34:53,WO-250222180000-416,FPC_SL_LCP9_HF,ETCH01,OP002,262,261,1,RUNNING,False,
2376,2025-03-03 03:52:04,WO-250222180000-416,FPC_SL_LCP9_HF,AOI_FPC01,OP005,261,256,5,RUNNING,False,
2377,2025-03-03 14:04:30,WO-250222180000-416,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,256,252,4,RUNNING,False,
2378,2025-03-10 04:40:52,WO-250222180000-334,FPC_DL_PI35,LAMINATE01,OP003,4086,3956,130,RUNNING,False,
2379,2025-03-18 01:10:46,WO-250222180000-334,FPC_DL_PI35,ETCH01,OP003,3956,3812,144,RUNNING,False,
2380,2025-03-24 05:25:54,WO-250222180000-334,FPC_DL_PI35,DRILL_LASER01,OP003,3812,3650,162,RUNNING,False,
2381,2025-03-31 14:54:17,WO-250222180000-334,FPC_DL_PI35,AOI_FPC01,OP005,3650,3491,159,RUNNING,False,
2382,2025-04-06 23:55:02,WO-250222180000-334,FPC_DL_PI35,TEST_E_FPC01,OP004,3491,3475,16,RUNNING,False,
2383,2025-03-02 00:34:52,WO-250223170000-185,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,137,135,2,RUNNING,False,
2384,2025-03-02 08:11:55,WO-250223170000-185,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,135,130,5,RUNNING,False,
2385,2025-03-02 14:29:31,WO-250223170000-185,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP004,130,127,3,RUNNING,False,
2386,2025-03-02 20:32:48,WO-250223170000-185,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,127,126,1,RUNNING,False,
2387,2025-03-02 02:49:15,WO-250224180000-345,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,53,52,1,RUNNING,False,
2388,2025-03-02 11:45:59,WO-250224180000-345,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,52,51,1,RUNNING,False,
2389,2025-03-02 20:39:03,WO-250224180000-345,MODULE_SENSOR_A,AOI_ASSY01,OP003,51,50,1,RUNNING,False,
2390,2025-03-03 04:20:05,WO-250224180000-345,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP005,50,48,2,RUNNING,False,
2391,2025-03-03 05:42:31,WO-250226170000-123,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP003,461,452,9,RUNNING,False,
2392,2025-03-04 13:53:44,WO-250226170000-123,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,452,438,14,RUNNING,False,
2393,2025-03-06 03:22:43,WO-250226170000-123,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,438,434,4,RUNNING,False,
2394,2025-03-07 11:45:31,WO-250226170000-123,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,434,431,3,RUNNING,False,
2395,2025-03-09 02:43:44,WO-250226170000-123,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,431,424,7,RUNNING,False,
2396,2025-03-04 02:45:24,WO-250225170000-902,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,404,397,7,RUNNING,False,
2397,2025-03-05 08:08:08,WO-250225170000-902,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,397,391,6,RUNNING,False,
2398,2025-03-06 18:33:43,WO-250225170000-902,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,391,381,10,RUNNING,False,
2399,2025-03-07 23:09:14,WO-250225170000-902,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,381,367,14,RUNNING,False,
2400,2025-03-09 09:53:49,WO-250225170000-902,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP003,367,355,12,RUNNING,False,
2401,2025-03-06 15:23:24,WO-250225170000-602,FPC_SL_LCP9_HF,LAMINATE01,OP004,2711,2693,18,RUNNING,False,
2402,2025-03-10 04:22:45,WO-250225170000-602,FPC_SL_LCP9_HF,ETCH01,OP003,2693,2642,51,RUNNING,False,
2403,2025-03-13 23:22:20,WO-250225170000-602,FPC_SL_LCP9_HF,AOI_FPC01,OP003,2642,2636,6,RUNNING,False,
2404,2025-03-17 16:50:56,WO-250225170000-602,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,2636,2549,87,RUNNING,False,
2405,2025-03-03 05:54:45,WO-250223170000-558,FPC_SL_PI18,LAMINATE01,OP002,338,327,11,RUNNING,False,
2406,2025-03-03 18:11:32,WO-250223170000-558,FPC_SL_PI18,ETCH01,OP005,327,326,1,RUNNING,False,
2407,2025-03-04 03:32:59,WO-250223170000-558,FPC_SL_PI18,AOI_FPC01,OP005,326,325,1,RUNNING,False,
2408,2025-03-04 12:59:12,WO-250223170000-558,FPC_SL_PI18,TEST_E_FPC01,OP002,325,323,2,RUNNING,False,
2409,2025-03-03 11:46:45,WO-250225170000-715,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,103,102,1,RUNNING,False,
2410,2025-03-04 02:13:58,WO-250225170000-715,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,102,101,1,RUNNING,False,
2411,2025-03-04 19:59:39,WO-250225170000-715,MODULE_SENSOR_A,AOI_ASSY01,OP004,101,98,3,RUNNING,False,
2412,2025-03-05 13:15:30,WO-250225170000-715,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP004,98,94,4,RUNNING,False,
2413,2025-03-03 07:25:45,WO-250225170000-273,FPC_SL_PI18,LAMINATE01,OP005,385,384,1,RUNNING,False,
2414,2025-03-03 19:21:55,WO-250225170000-273,FPC_SL_PI18,ETCH01,OP005,384,369,15,RUNNING,False,
2415,2025-03-04 09:18:48,WO-250225170000-273,FPC_SL_PI18,AOI_FPC01,OP001,369,363,6,RUNNING,False,
2416,2025-03-04 19:55:54,WO-250225170000-273,FPC_SL_PI18,TEST_E_FPC01,OP004,363,362,1,RUNNING,False,
2417,2025-03-04 04:20:34,WO-250226170000-583,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,396,386,10,RUNNING,False,
2418,2025-03-05 13:23:37,WO-250226170000-583,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,386,379,7,RUNNING,False,
2419,2025-03-06 20:57:21,WO-250226170000-583,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,379,376,3,RUNNING,False,
2420,2025-03-08 05:46:52,WO-250226170000-583,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,376,367,9,RUNNING,False,
2421,2025-03-09 09:58:10,WO-250226170000-583,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,367,354,13,RUNNING,False,
2422,2025-03-04 23:47:36,WO-250224180000-453,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,314,300,14,RUNNING,False,
2423,2025-03-06 00:23:36,WO-250224180000-453,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,300,282,18,RUNNING,False,
2424,2025-03-07 00:43:07,WO-250224180000-453,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,282,281,1,RUNNING,False,
2425,2025-03-08 02:58:13,WO-250224180000-453,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,281,280,1,RUNNING,False,
2426,2025-03-09 01:08:35,WO-250224180000-453,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,280,279,1,RUNNING,False,
2427,2025-03-10 08:49:37,WO-250225170000-341,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,1168,1148,20,RUNNING,False,
2428,2025-03-18 10:26:15,WO-250225170000-341,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,1148,1145,3,RUNNING,False,
2429,2025-03-24 05:18:58,WO-250225170000-341,MODULE_SENSOR_A,AOI_ASSY01,OP002,1145,1142,3,RUNNING,False,
2430,2025-03-31 04:19:08,WO-250225170000-341,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,1142,1118,24,RUNNING,False,
2431,2025-03-04 06:29:56,WO-250226170000-826,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP001,115,111,4,RUNNING,False,
2432,2025-03-04 14:51:53,WO-250226170000-826,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,111,106,5,RUNNING,False,
2433,2025-03-05 00:48:14,WO-250226170000-826,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,106,103,3,RUNNING,False,
2434,2025-03-05 08:07:19,WO-250226170000-826,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,103,100,3,RUNNING,False,
2435,2025-03-05 16:13:28,WO-250226170000-826,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,100,96,4,DOWN,False,
2436,2025-03-04 17:26:36,WO-250227170000-947,FPC_DL_PI35,LAMINATE01,OP002,436,435,1,RUNNING,False,
2437,2025-03-05 17:52:09,WO-250227170000-947,FPC_DL_PI35,ETCH01,OP005,435,426,9,RUNNING,False,
2438,2025-03-06 17:40:29,WO-250227170000-947,FPC_DL_PI35,DRILL_LASER01,OP001,426,415,11,RUNNING,False,
2439,2025-03-07 14:29:11,WO-250227170000-947,FPC_DL_PI35,AOI_FPC01,OP002,415,401,14,RUNNING,False,
2440,2025-03-08 14:00:16,WO-250227170000-947,FPC_DL_PI35,TEST_E_FPC01,OP001,401,400,1,RUNNING,False,
2441,2025-03-04 00:34:50,WO-250227170000-772,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP004,116,114,2,RUNNING,False,
2625,2025-04-14 17:44:18,WO-250310180000-890,FPC_SL_LCP9_HF,AOI_FPC01,OP002,6624,6398,226,RUNNING,False,
2442,2025-03-04 06:11:23,WO-250227170000-772,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,114,113,1,RUNNING,False,
2443,2025-03-04 12:05:41,WO-250227170000-772,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP004,113,109,4,RUNNING,False,
2444,2025-03-04 17:56:26,WO-250227170000-772,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,109,108,1,RUNNING,False,
2445,2025-03-05 03:33:12,WO-250225170000-567,FPC_SL_PI18,LAMINATE01,OP004,329,318,11,RUNNING,False,
2446,2025-03-05 12:51:32,WO-250225170000-567,FPC_SL_PI18,ETCH01,OP005,318,315,3,RUNNING,False,
2447,2025-03-06 00:26:58,WO-250225170000-567,FPC_SL_PI18,AOI_FPC01,OP002,315,314,1,RUNNING,False,
2448,2025-03-06 09:42:21,WO-250225170000-567,FPC_SL_PI18,TEST_E_FPC01,OP003,314,313,1,RUNNING,False,
2449,2025-03-28 23:43:50,WO-250226170000-502,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,7519,7327,192,RUNNING,False,
2450,2025-04-16 21:54:06,WO-250226170000-502,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,7327,7258,69,RUNNING,False,
2451,2025-05-03 23:29:58,WO-250226170000-502,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,7258,7211,47,RUNNING,False,
2452,2025-05-21 21:41:34,WO-250226170000-502,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,7211,7050,161,RUNNING,False,
2453,2025-06-07 19:12:53,WO-250226170000-502,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP003,7050,6955,95,RUNNING,False,
2454,2025-03-06 08:33:49,WO-250226170000-610,FPC_ML4_MPI12,LAMINATE01,OP003,325,315,10,RUNNING,False,
2455,2025-03-07 19:28:59,WO-250226170000-610,FPC_ML4_MPI12,ETCH01,OP003,315,305,10,RUNNING,False,
2456,2025-03-09 07:07:21,WO-250226170000-610,FPC_ML4_MPI12,DRILL_LASER01,OP004,305,297,8,RUNNING,False,
2457,2025-03-10 23:40:55,WO-250226170000-610,FPC_ML4_MPI12,AOI_FPC01,OP005,297,285,12,RUNNING,False,
2458,2025-03-12 11:32:55,WO-250226170000-610,FPC_ML4_MPI12,TEST_E_FPC01,OP005,285,279,6,RUNNING,False,
2459,2025-03-05 11:54:33,WO-250227170000-721,FPC_DL_PI35,LAMINATE01,OP002,282,278,4,RUNNING,False,
2460,2025-03-06 05:02:28,WO-250227170000-721,FPC_DL_PI35,ETCH01,OP004,278,262,16,RUNNING,False,
2461,2025-03-06 19:22:26,WO-250227170000-721,FPC_DL_PI35,DRILL_LASER01,OP003,262,253,9,RUNNING,False,
2462,2025-03-07 08:14:16,WO-250227170000-721,FPC_DL_PI35,AOI_FPC01,OP002,253,250,3,RUNNING,False,
2463,2025-03-07 22:53:29,WO-250227170000-721,FPC_DL_PI35,TEST_E_FPC01,OP005,250,249,1,RUNNING,False,
2464,2025-03-05 08:46:03,WO-250227170000-461,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,203,201,2,RUNNING,False,
2465,2025-03-06 03:38:32,WO-250227170000-461,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,201,191,10,RUNNING,False,
2466,2025-03-06 17:35:12,WO-250227170000-461,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,191,188,3,RUNNING,False,
2467,2025-03-07 07:27:24,WO-250227170000-461,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP004,188,187,1,RUNNING,False,
2468,2025-03-07 23:39:26,WO-250227170000-461,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP003,187,179,8,RUNNING,False,
2469,2025-03-26 01:22:11,WO-250228170000-456,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,3412,3405,7,RUNNING,False,
2470,2025-04-16 22:48:26,WO-250228170000-456,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP002,3405,3398,7,RUNNING,False,
2471,2025-05-02 18:19:16,WO-250228170000-456,MODULE_SENSOR_A,AOI_ASSY01,OP002,3398,3344,54,RUNNING,False,
2472,2025-05-23 18:37:31,WO-250228170000-456,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,3344,3298,46,RUNNING,False,
2473,2025-03-05 07:54:50,WO-250228170000-901,FPC_DL_PI35,LAMINATE01,OP003,278,277,1,RUNNING,False,
