salesorderid,orderdate,requireddeliverydate,orderstatus,ordertotalamount,customerid,customername,salesorderlineid,productid,productname,producttype,targetyield,standardcycletime_seconds,quantityordered,lineunitprice,linetotalamount,linestatus
SO-20250311161918-720,2025-03-11,2025-04-05,Partially Shipped,6947.4,CUST002,Future Devices Inc.,608,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,279,8.9,2483.1,Partially_Shipped
SO-20250308153834-488,2025-03-08,2025-03-21,Partially Shipped,75027.0,CUST004,MediEquip Corp.,592,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,356,25.5,9078.0,Partially_Shipped
SO-20250312082623-847,2025-03-12,2025-03-27,Partially Shipped,196457.3,CUST001,Global Tech Solutions,613,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,2811,25.5,71680.5,Partially_Shipped
SO-20250309113624-992,2025-03-09,2025-04-12,Partially Shipped,75105.6,CUST005,Automotive Innovations Ltd.,594,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,4716,15.2,71683.2,Partially_Shipped
SO-20250311105641-556,2025-03-11,2025-03-30,Partially Shipped,67119.25,CUST001,Global Tech Solutions,605,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,7979,5.75,45879.25,Partially_Shipped
SO-20250310152828-727,2025-03-10,2025-04-16,Partially Shipped,48463.2,CUST002,Future Devices Inc.,600,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,1884,25.5,48042.0,Partially_Shipped
SO-20250311161918-720,2025-03-11,2025-04-05,Partially Shipped,6947.4,CUST002,Future Devices Inc.,606,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,283,8.9,2518.7,Partially_Shipped
SO-20250307133445-873,2025-03-07,2025-03-29,Partially Shipped,110884.0,CUST001,Global Tech Solutions,586,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,7295,15.2,110884.0,Partially_Shipped
SO-20250306112131-972,2025-03-06,2025-03-27,Partially Shipped,65084.05,CUST002,Future Devices Inc.,580,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,170,8.9,1513.0,Partially_Shipped
SO-20250320084115-447,2025-03-20,2025-05-04,Partially Shipped,252934.2,CUST002,Future Devices Inc.,654,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,229,7.8,1786.2,Partially_Shipped
SO-20250320084115-447,2025-03-20,2025-05-04,Partially Shipped,252934.2,CUST002,Future Devices Inc.,656,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9826,25.5,250563.0,Partially_Shipped
SO-20250324151110-353,2025-03-24,2025-04-08,Partially Shipped,32551.5,CUST003,AeroSpace Dynamics,668,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,325,45.0,14625.0,Partially_Shipped
SO-20250321131521-115,2025-03-21,2025-04-27,Partially Shipped,21060.0,CUST002,Future Devices Inc.,662,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,468,45.0,21060.0,Partially_Shipped
SO-20250316150258-515,2025-03-16,2025-03-29,Partially Shipped,47206.8,CUST004,MediEquip Corp.,634,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,465,15.2,7068.0,Partially_Shipped
SO-20250322101836-424,2025-03-22,2025-04-02,Partially Shipped,26941.2,CUST004,MediEquip Corp.,663,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,3454,7.8,26941.2,Partially_Shipped
SO-20250317110912-944,2025-03-17,2025-04-19,Partially Shipped,12828.1,CUST003,AeroSpace Dynamics,642,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,89,8.9,792.1,Partially_Shipped
SO-20250317091524-882,2025-03-17,2025-05-01,Partially Shipped,23711.3,CUST002,Future Devices Inc.,644,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5597,2.5,13992.5,Partially_Shipped
SO-20250325153435-986,2025-03-25,2025-04-09,Partially Shipped,22672.5,CUST002,Future Devices Inc.,682,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,482,45.0,21690.0,Partially_Shipped
SO-20250312122629-329,2025-03-12,2025-04-02,Partially Shipped,13370.7,CUST002,Future Devices Inc.,610,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,205,25.5,5227.5,Partially_Shipped
SO-20250320163324-247,2025-03-20,2025-04-25,Partially Shipped,44032.4,CUST001,Global Tech Solutions,653,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,292,25.5,7446.0,Partially_Shipped
SO-20250323100308-657,2025-03-23,2025-04-06,Partially Shipped,65430.3,CUST003,AeroSpace Dynamics,666,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,394,2.5,985.0,Partially_Shipped
SO-20250313124327-790,2025-03-13,2025-04-22,Partially Shipped,24224.8,CUST002,Future Devices Inc.,615,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,2960,5.75,17020.0,Partially_Shipped
SO-20250313094509-760,2025-03-13,2025-04-06,Partially Shipped,15540.0,CUST001,Global Tech Solutions,617,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,373,2.5,932.5,Partially_Shipped
SO-20250317155704-244,2025-03-17,2025-04-14,Partially Shipped,301207.9,CUST002,Future Devices Inc.,640,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,6286,45.0,282870.0,Partially_Shipped
SO-20250318101114-392,2025-03-18,2025-04-18,Partially Shipped,63684.6,CUST003,AeroSpace Dynamics,649,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,324,8.9,2883.6,Partially_Shipped
SO-20250318125341-142,2025-03-18,2025-04-25,Partially Shipped,5426.4,CUST002,Future Devices Inc.,646,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,101,45.0,4545.0,Partially_Shipped
SO-20250318154418-549,2025-03-18,2025-04-11,Partially Shipped,15210.0,CUST004,MediEquip Corp.,647,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,338,45.0,15210.0,Partially_Shipped
SO-20250313152030-441,2025-03-13,2025-04-14,Partially Shipped,10653.0,CUST001,Global Tech Solutions,620,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,386,25.5,9843.0,Partially_Shipped
SO-20250313094509-760,2025-03-13,2025-04-06,Partially Shipped,15540.0,CUST001,Global Tech Solutions,619,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,145,45.0,6525.0,Partially_Shipped
SO-20250315105803-379,2025-03-15,2025-04-17,Partially Shipped,256687.5,CUST005,Automotive Innovations Ltd.,625,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9325,25.5,237787.5,Partially_Shipped
SO-20250318101114-392,2025-03-18,2025-04-18,Partially Shipped,63684.6,CUST003,AeroSpace Dynamics,648,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,7795,7.8,60801.0,Partially_Shipped
SO-20250319090840-752,2025-03-19,2025-04-26,Partially Shipped,16175.5,CUST001,Global Tech Solutions,651,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,334,5.75,1920.5,Processing
SO-20250313152030-441,2025-03-13,2025-04-14,Partially Shipped,10653.0,CUST001,Global Tech Solutions,621,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,324,2.5,810.0,Partially_Shipped
SO-20250314145129-452,2025-03-14,2025-04-07,Partially Shipped,4209.7,CUST002,Future Devices Inc.,622,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,473,8.9,4209.7,Partially_Shipped
SO-20250314103236-200,2025-03-14,2025-03-27,Partially Shipped,23757.6,CUST002,Future Devices Inc.,623,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,1563,15.2,23757.6,Partially_Shipped
SO-20250315155829-153,2025-03-15,2025-03-29,Partially Shipped,65111.9,CUST001,Global Tech Solutions,627,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,7881,7.8,61471.8,Partially_Shipped
SO-20250313124327-790,2025-03-13,2025-04-22,Partially Shipped,24224.8,CUST002,Future Devices Inc.,616,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,474,15.2,7204.8,Partially_Shipped
SO-20250321130840-328,2025-03-21,2025-04-09,Partially Shipped,135990.5,CUST004,MediEquip Corp.,661,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,454,5.75,2610.5,Partially_Shipped
SO-20250324080009-873,2025-03-24,2025-04-08,Partially Shipped,27354.0,CUST005,Automotive Innovations Ltd.,671,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,498,25.5,12699.0,Partially_Shipped
SO-20250320163324-247,2025-03-20,2025-04-25,Partially Shipped,44032.4,CUST001,Global Tech Solutions,652,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,2407,15.2,36586.4,Partially_Shipped
SO-20250317091524-882,2025-03-17,2025-05-01,Partially Shipped,23711.3,CUST002,Future Devices Inc.,643,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,1246,7.8,9718.8,Partially_Shipped
SO-20250320084115-447,2025-03-20,2025-05-04,Partially Shipped,252934.2,CUST002,Future Devices Inc.,655,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,234,2.5,585.0,Partially_Shipped
SO-20250319090840-752,2025-03-19,2025-04-26,Partially Shipped,16175.5,CUST001,Global Tech Solutions,650,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5702,2.5,14255.0,Partially_Shipped
SO-20250321130840-328,2025-03-21,2025-04-09,Partially Shipped,135990.5,CUST004,MediEquip Corp.,660,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,8775,15.2,133380.0,Partially_Shipped
SO-20250315163821-361,2025-03-15,2025-04-06,Partially Shipped,18360.0,CUST001,Global Tech Solutions,629,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,2448,5.75,14076.0,Partially_Shipped
SO-20250315084853-105,2025-03-15,2025-04-25,Partially Shipped,32399.4,CUST004,MediEquip Corp.,632,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,174,45.0,7830.0,Partially_Shipped
SO-20250313094509-760,2025-03-13,2025-04-06,Partially Shipped,15540.0,CUST001,Global Tech Solutions,618,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3233,2.5,8082.5,Partially_Shipped
SO-20250316142122-472,2025-03-16,2025-04-16,Partially Shipped,2542.8,CUST002,Future Devices Inc.,633,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,326,7.8,2542.8,Partially_Shipped
SO-20250316150258-515,2025-03-16,2025-03-29,Partially Shipped,47206.8,CUST004,MediEquip Corp.,635,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,5146,7.8,40138.8,Partially_Shipped
SO-20250315084853-105,2025-03-15,2025-04-25,Partially Shipped,32399.4,CUST004,MediEquip Corp.,630,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,1452,15.2,22070.4,Partially_Shipped
SO-20250315163821-361,2025-03-15,2025-04-06,Partially Shipped,18360.0,CUST001,Global Tech Solutions,628,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,168,25.5,4284.0,Partially_Shipped
SO-20250318125341-142,2025-03-18,2025-04-25,Partially Shipped,5426.4,CUST002,Future Devices Inc.,645,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,113,7.8,881.4,Partially_Shipped
SO-20250323100308-657,2025-03-23,2025-04-06,Partially Shipped,65430.3,CUST003,AeroSpace Dynamics,667,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,6389,2.5,15972.5,Partially_Shipped
SO-20250315105803-379,2025-03-15,2025-04-17,Partially Shipped,256687.5,CUST005,Automotive Innovations Ltd.,624,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,420,45.0,18900.0,Partially_Shipped
SO-20250315155829-153,2025-03-15,2025-03-29,Partially Shipped,65111.9,CUST001,Global Tech Solutions,626,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,409,8.9,3640.1,Partially_Shipped
SO-20250315084853-105,2025-03-15,2025-04-25,Partially Shipped,32399.4,CUST004,MediEquip Corp.,631,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,98,25.5,2499.0,Partially_Shipped
SO-20250317114913-811,2025-03-17,2025-04-20,Partially Shipped,2680.0,CUST001,Global Tech Solutions,637,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,250,8.9,2225.0,Partially_Shipped
SO-20250317155704-244,2025-03-17,2025-04-14,Partially Shipped,301207.9,CUST002,Future Devices Inc.,639,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5872,2.5,14680.0,Partially_Shipped
SO-20250317155704-244,2025-03-17,2025-04-14,Partially Shipped,301207.9,CUST002,Future Devices Inc.,638,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,411,8.9,3657.9,Partially_Shipped
SO-20250320154026-282,2025-03-20,2025-04-23,Partially Shipped,137925.2,CUST003,AeroSpace Dynamics,659,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,332,5.75,1909.0,Partially_Shipped
SO-20250317110912-944,2025-03-17,2025-04-19,Partially Shipped,12828.1,CUST003,AeroSpace Dynamics,641,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,472,25.5,12036.0,Partially_Shipped
SO-20250324152522-520,2025-03-24,2025-04-22,Partially Shipped,90531.85,CUST003,AeroSpace Dynamics,674,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,2903,5.75,16692.25,Partially_Shipped
SO-20250325162444-792,2025-03-25,2025-04-16,Partially Shipped,41058.6,CUST002,Future Devices Inc.,678,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,5624,5.75,32338.0,Partially_Shipped
SO-20250324152522-520,2025-03-24,2025-04-22,Partially Shipped,90531.85,CUST003,AeroSpace Dynamics,675,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,7884,8.9,70167.6,Partially_Shipped
SO-20250323100308-657,2025-03-23,2025-04-06,Partially Shipped,65430.3,CUST003,AeroSpace Dynamics,665,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,3189,15.2,48472.8,Partially_Shipped
SO-20250324151110-353,2025-03-24,2025-04-08,Partially Shipped,32551.5,CUST003,AeroSpace Dynamics,669,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,366,25.5,9333.0,Partially_Shipped
SO-20250325162444-792,2025-03-25,2025-04-16,Partially Shipped,41058.6,CUST002,Future Devices Inc.,679,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,103,15.2,1565.6,Partially_Shipped
SO-20250322164023-285,2025-03-22,2025-04-07,Partially Shipped,3744.0,CUST002,Future Devices Inc.,664,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,480,7.8,3744.0,Partially_Shipped
SO-20250324080009-873,2025-03-24,2025-04-08,Partially Shipped,27354.0,CUST005,Automotive Innovations Ltd.,673,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,375,15.2,5700.0,Partially_Shipped
SO-20250325153435-986,2025-03-25,2025-04-09,Partially Shipped,22672.5,CUST002,Future Devices Inc.,680,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,313,2.5,782.5,Partially_Shipped
SO-20250317114913-811,2025-03-17,2025-04-20,Partially Shipped,2680.0,CUST001,Global Tech Solutions,636,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,182,2.5,455.0,Partially_Shipped
SO-20250325153435-986,2025-03-25,2025-04-09,Partially Shipped,22672.5,CUST002,Future Devices Inc.,681,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,80,2.5,200.0,Partially_Shipped
SO-20250325162444-792,2025-03-25,2025-04-16,Partially Shipped,41058.6,CUST002,Future Devices Inc.,677,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,159,45.0,7155.0,Partially_Shipped
SO-20250324151110-353,2025-03-24,2025-04-08,Partially Shipped,32551.5,CUST003,AeroSpace Dynamics,670,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,337,25.5,8593.5,Partially_Shipped
SO-20250324080009-873,2025-03-24,2025-04-08,Partially Shipped,27354.0,CUST005,Automotive Innovations Ltd.,672,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,199,45.0,8955.0,Partially_Shipped
SO-20250320154026-282,2025-03-20,2025-04-23,Partially Shipped,137925.2,CUST003,AeroSpace Dynamics,657,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,7453,15.2,113285.6,Partially_Shipped
SO-20250320154026-282,2025-03-20,2025-04-23,Partially Shipped,137925.2,CUST003,AeroSpace Dynamics,658,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,2554,8.9,22730.6,Partially_Shipped
SO-20250403080224-582,2025-04-03,2025-05-07,Partially Shipped,20918.5,CUST002,Future Devices Inc.,726,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,3638,5.75,20918.5,Partially_Shipped
SO-20250405163656-283,2025-04-05,2025-05-01,Partially Shipped,235339.5,CUST001,Global Tech Solutions,732,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9229,25.5,235339.5,Partially_Shipped
SO-20250327091119-210,2025-03-27,2025-04-14,Partially Shipped,5901.4,CUST002,Future Devices Inc.,688,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,336,7.8,2620.8,Partially_Shipped
SO-20250331080941-556,2025-03-31,2025-04-17,Partially Shipped,453184.8,CUST001,Global Tech Solutions,710,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,66,15.2,1003.2,Partially_Shipped
SO-20250331080941-556,2025-03-31,2025-04-17,Partially Shipped,453184.8,CUST001,Global Tech Solutions,709,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,7347,7.8,57306.6,Partially_Shipped
SO-20250328095320-902,2025-03-28,2025-05-04,Partially Shipped,44778.4,CUST003,AeroSpace Dynamics,694,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,4421,8.9,39346.9,Partially_Shipped
SO-20250329133648-384,2025-03-29,2025-04-26,Partially Shipped,12980.8,CUST001,Global Tech Solutions,701,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,143,15.2,2173.6,Partially_Shipped
SO-20250329133648-384,2025-03-29,2025-04-26,Partially Shipped,12980.8,CUST001,Global Tech Solutions,700,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,314,15.2,4772.8,Partially_Shipped
SO-20250329084446-633,2025-03-29,2025-04-08,Partially Shipped,3536.25,CUST002,Future Devices Inc.,703,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,333,5.75,1914.75,Partially_Shipped
SO-20250329084446-633,2025-03-29,2025-04-08,Partially Shipped,3536.25,CUST002,Future Devices Inc.,702,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,282,5.75,1621.5,Partially_Shipped
SO-20250324152522-520,2025-03-24,2025-04-22,Partially Shipped,90531.85,CUST003,AeroSpace Dynamics,676,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,144,25.5,3672.0,Partially_Shipped
SO-20250331140211-458,2025-03-31,2025-05-03,Partially Shipped,5036.25,CUST002,Future Devices Inc.,713,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,435,5.75,2501.25,Partially_Shipped
SO-20250405125855-311,2025-04-05,2025-04-15,Partially Shipped,15778.8,CUST001,Global Tech Solutions,734,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,490,25.5,12495.0,Partially_Shipped
SO-20250402120822-925,2025-04-02,2025-05-14,Partially Shipped,5604.3,CUST003,AeroSpace Dynamics,721,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,195,8.9,1735.5,Partially_Shipped
SO-20250326163522-344,2025-03-26,2025-04-17,Partially Shipped,12774.25,CUST001,Global Tech Solutions,684,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,443,25.5,11296.5,Partially_Shipped
SO-20250405082810-914,2025-04-05,2025-05-18,Partially Shipped,130329.0,CUST001,Global Tech Solutions,729,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,2642,45.0,118890.0,Partially_Shipped
SO-20250331080941-556,2025-03-31,2025-04-17,Partially Shipped,453184.8,CUST001,Global Tech Solutions,711,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,8775,45.0,394875.0,Partially_Shipped
SO-20250406104909-867,2025-04-06,2025-04-24,Partially Shipped,1183.5,CUST005,Automotive Innovations Ltd.,735,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,225,2.5,562.5,Partially_Shipped
SO-20250406110122-967,2025-04-06,2025-05-03,Partially Shipped,12036.0,CUST002,Future Devices Inc.,741,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,408,5.75,2346.0,Partially_Shipped
SO-20250407130305-894,2025-04-07,2025-05-05,Partially Shipped,254617.5,CUST003,AeroSpace Dynamics,749,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,258,25.5,6579.0,Partially_Shipped
SO-20250327105908-552,2025-03-27,2025-04-09,Partially Shipped,4947.5,CUST003,AeroSpace Dynamics,687,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,450,8.9,4005.0,Partially_Shipped
SO-20250327145809-561,2025-03-27,2025-04-11,Partially Shipped,3023.5,CUST001,Global Tech Solutions,691,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,130,15.2,1976.0,Partially_Shipped
SO-20250406104909-867,2025-04-06,2025-04-24,Partially Shipped,1183.5,CUST005,Automotive Innovations Ltd.,736,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,108,5.75,621.0,Partially_Shipped
SO-20250404152548-816,2025-04-04,2025-05-04,Partially Shipped,34143.5,CUST003,AeroSpace Dynamics,728,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,5938,5.75,34143.5,Partially_Shipped
SO-20250407145738-564,2025-04-07,2025-04-29,Partially Shipped,8325.0,CUST003,AeroSpace Dynamics,745,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,185,45.0,8325.0,Partially_Shipped
SO-20250330150138-400,2025-03-30,2025-05-12,Partially Shipped,8051.4,CUST004,MediEquip Corp.,708,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,482,15.2,7326.4,Partially_Shipped
SO-20250331083115-559,2025-03-31,2025-04-11,Partially Shipped,22260.5,CUST002,Future Devices Inc.,716,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,383,8.9,3408.7,Partially_Shipped
SO-20250330163226-877,2025-03-30,2025-04-12,Partially Shipped,16020.0,CUST004,MediEquip Corp.,706,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,356,45.0,16020.0,Partially_Shipped
